"","LMC1","LMC2","LMC3","LMC4","LMC5","LMC6","LMC7","LMC8","LMC9","LMC10","LMC11","LMC12","LMC13","LMC14"
"cg04131792",0.955121905544835,0.00260437073280617,0.821000944558155,0.277611661525692,1,0.490396873212615,0.210009914038148,0.46434030773351,0.807709938446262,0.640910426862018,0.116749933892805,0.348924574111052,0.325278956389389,0.26311507722745
"cg09817283",0.89912312029714,0.418893042157158,0.422578835119957,0,0.651705503025651,0.915666814909844,0.758810748668815,0,0.319564521238693,0.895858978198091,0,0.420191926227101,0.463457673118871,0.105777265962861
"cg24425807",1,0,1,0.0426239750219077,0.962754635939875,0.140394293234449,0.943784356983657,0.0220621453398597,1,0.356528544656966,0.0559596003888511,1,0.634226070467302,0.701406915392348
"cg09513276",0.438537710225365,0.480502914680018,0.980623864325397,0.608537999734714,0.498097906335375,0,0.0549936430927352,0,0.45049015273589,0.582448146242585,0,0.946857198638757,0.371058025828476,0
"cg15712057",0.428221485332988,0.0758148202765563,0.382012495174495,1,0.965579314874453,0.325130975702127,0,0,0.564306991715914,0.896117474141571,0.25341048107562,1,0.922416548516499,0.376928053859227
"cg04595446",0.979484241222675,0.255809056125525,0.971724469453002,0.0355903148054406,0.837269438642699,0.529734723781215,0.839304606218678,0.867912245729636,1,0.489970159086818,0,0.835183096958312,0.85939654638697,0.0787357952406599
"cg19828789",1,0.16156189698976,0.631923322561476,0.463264309982042,1,0.254345326091537,0.218399602389447,0,0.159435485984045,1,0.0796398710713889,0.0743638572532089,0.103258489315066,0.091702150614868
"cg14165772",0.235700739567983,0.0461893505070148,0.355125158930481,0.804577633695959,1,0.0935152687669619,0.902033005624782,0.0115454136814015,0.607145792302151,0.610639157577378,0.13282557419761,0.715843373367261,0.793916803232348,0.0204140852651513
"cg01157046",0.308254857332355,0.192610105042027,0.138010683210277,0.717156315723338,0.641919250354275,0.313028077366075,0,0.177428789655579,0.926159403380659,0.867281008424792,0,1,0.236530002241202,0.262948110892398
"cg07630327",0,0.994035236871397,0.431609140663321,0,1,0,0.404521979278933,0,0,0.91746735477772,0.209785301721475,0.0720134886090625,0,1
"cg14997413",0.71814977711113,0.313040562264709,0,0.362038364155114,0.128908999512168,0.47049474995853,0.8812693132713,1,1,1,0.0291729733996883,0.714105375140854,0,0.271017950793029
"cg05437692",0.75559649318363,0.61638879338361,0.521802319310529,1,0.347710359842946,1,0.0233891995035038,0.521473205545871,1,0.845359051627375,0.0929809242056554,1,0.840846483169081,0.0403431646964795
"cg26111757",0.898405785453428,0.0718131827429967,1,0.130071288163387,0.677080162707983,0.687532009612316,1,0.123131019961051,1,0.0625644004810006,0,0.508875699710217,0.401088490597036,1
"cg02431866",0.911589794596833,0.676993851074885,1,0,0.8661271554754,0.819912792880077,0.742239555079152,0,1,0.0784041831612308,0.00614443465229073,0.680308374290157,0.599150055147727,0.337938284840143
"cg22378919",0.42538115000599,0.622036748547854,0.277668553391082,0.585313870011173,0.0751379420972612,1,0.903010308005698,0.907798696720149,0.980592048903031,0.460299595230184,0.159653101774859,0.980709742958302,0.0355517394077585,0.268317941589053
"cg06060522",0.553382717011479,0.145539677122356,0.885085924297038,0.521003034260905,0.614979502621138,0.713704221522647,1,0.9655600748436,1,0.891660560964354,0.0869588118943007,0.555225817028903,0.416553576248565,0.629693327482209
"cg06092502",0.058140108347542,0.0656616384971318,0.695641244751121,0.246047004062147,0.620495479537019,0.0821491859433348,0.72637824435685,0.798559992194818,1,0.587370995208072,0,1,0.126233760990276,0.154623245325799
"cg10629004",0.648843126743846,0.235140580709661,0.841368473924464,0.680482634016093,0.0549215388289727,0.631579298969029,0.641486641339983,0.131034235402131,0.990976276521331,0.11595336554911,0.346371107526689,0.25605237574527,0,0.0691525591559383
"cg07497520",0,0.361031053165628,0.169868087174629,0.978845498478401,0.0442476452514635,0.708785088146438,0.423310148409459,0.399771292645185,1,0.713778661908193,0.397184197617153,0.756732223029606,0.533921768761251,0.121477215734575
"cg22151644",0.676990920747109,0.651661731368665,0.371102452407689,1,0,0,0.522189297875575,0.264649089554631,0.813856039253229,0.985253473010222,0.551635417271805,0.967965529838863,0.784442556378167,0.320915834920814
"cg10418263",0.561676658253068,0.466573545006114,0,1,0.161451754712377,0.450349807637216,0,0.417617933346796,0.568393652986814,0.770509784036597,0.0729548100349915,0.76605081138884,0.153390597898452,0
"cg04314114",0.531660715409037,0.352263389211961,0.291568746865867,1,0,0.761875009584455,0.604389118481063,0.567538408675083,1,0.909281453186745,0.680569103136393,0.843946729851763,0.485514482236674,0
"cg27172557",0.373801410111487,1,0.657120641535658,0,0.963278566006099,0.819779948354095,0.43209263864054,0,0.26843268943146,0.94031533181902,0.318064011932581,0.253544488280771,0,0.340756728586604
"cg07741805",0.99273529199274,0.0337218273465918,0.918706962106892,0.776188954255237,0.735999496627904,0.321664209489358,0,0.298712210128138,0.867042156953418,0.544178732240148,0.178695451045339,0.857488631021045,0.736135587737506,0.0962608489304603
"cg26075742",0.908764750374901,0.224942973025621,0.882580531773128,0.343413960485736,1,0.295086094321906,0.452459008110559,0,1,0.231785900727413,0.0872707838194914,0.92479580315001,1,0.271219614142529
"cg06735218",1,0.0309091138478294,1,0.238798433599705,0.823757990446543,0.885969575546132,0.0385010117636828,0.321804777771625,0.999615834858643,0.392985206577769,0.161086966235803,0.976888562309087,0.482146701411545,0.516139557090359
"cg08934785",0.738045950892987,0.462204812277847,0,1,0.111071255844638,0.0677257707687575,0.403149741795698,0.680305834637568,0.881579137609426,0.975656090693895,0,1,0.407043898993308,0
"cg24838949",0.916208939049146,0.0409764306323635,1,0.0723497432919317,1,0.658463560461294,0.769374443514096,0,1,0.314288821182015,0,0.930165664812136,1,0.95144790277282
"cg24681654",0.579505408394542,0,1,0.570295896056908,0.961558911801554,0.47131579602924,0.197637276105579,0,0.642932939045263,0,0.0597484487721107,0.873677655093737,0.70456542456242,0.515368822549106
"cg00163702",0.497535950568416,0.0725693459991132,1,0.750306515306532,0.587882217837294,0.752842266415367,0.453501527307418,0.573903964075353,0.801756811332027,0.152908365551575,0.0702154812323165,1,0.896716173615137,0.495665495899646
"cg18888461",0.503945039247296,0.407858587933328,0.21239648055315,0.603149324526934,0.187194597666784,0.542810608514069,0.276522210505757,0.890315348119368,1,0.940437978705568,0.387144640354074,0.622883318045509,0.0123683598244863,0.258372795563867
"cg05340269",0.976410602058611,0.357921578807227,0.880567590577496,0.776930250212257,0.360119094792523,0.659548773848862,0.462025569931945,0.348328449566958,1,0.147391210367292,0,1,0.987852503995712,0.915734718492461
"cg21225667",0.180445132355072,1,0.283300832530007,0.822751169141398,0.993842429658278,0.842412013988233,0.0464121065096367,0,0.216495263760649,1,0.309658985315714,0.290587476816224,0.321967731777212,0.711280596615793
"cg06786600",0.158127608608427,0.229933857594462,0.443251675118407,1,1,1,0.572924484976623,0.176564546266978,0.384243033179484,0.415745938738284,0.0924189304888995,0.924008440368128,0.986512384687444,0.292589312047106
"cg12333160",1,0,0.737088547648106,0.236670318778099,0.0726605699297686,0.586248913380125,0.406070912413605,0.0393804776870591,1,0.255228223969776,0,0.52162909724254,0.67768998354872,0
"cg20744756",0.380183026872675,0.127292983884331,0.472811958129646,1,0.40000209220704,0.701670549463837,0,0.598892462807202,0.665440421497259,1,0.42047639834736,1,0.843869452250832,1
"cg17405139",0.408143174270499,0.0470451494195932,0.178788814470933,1,0.579510514253817,0.514250213424329,0.00705731405174784,0,0.648594871773648,0.555038468412725,0.319409699515625,1,0.603020541781992,0.294205350147505
"cg08817540",1,0,0.534995301016261,0.961851068503164,0.258199690485082,0.926669783216,0.22127505986012,0.248813605642312,0.888969270054752,0.418397501536138,0.386581406436292,1,1,0.665275404379981
"cg20807254",0.553000083566038,0.76410357191606,1,0,0.845020671065391,0.379026718354275,0.60386501549524,0,0.349294401823015,0.727721519641725,0.0127984865147208,0.087269879154108,0,0.93981862519039
"cg26992028",0.777821001728868,0.212431442534509,0.663669114695622,0.960351254519445,0.908304541007744,0.179795918988469,0.165478329019207,0.131557186091248,0.552922556378216,1,0.0552855459334473,0.902540764868499,0.572726514862846,0
"cg09121994",0.648305561492302,0.164439188318042,0.791916807569317,0,0.753999793873678,0.315497373010766,0.763218779767061,0.0694583489984462,1,0,0,0.969391311683252,0.562770774943685,0.908811336537084
"cg04219544",0.292371483398409,0,1,0.0572633410831164,0.94534995347985,0.991682331922015,0.297090473981553,0,0.759091132697978,0.34771124219355,0.19841401349362,0.916177556909192,0.639660833394627,0.248348726060246
"cg05373263",0.663761764692168,0,0.82986851669494,0,0.828549605990248,0.0836624255667367,0.197214234592299,0.0548984205649988,1,0,0,0.585626789639513,0.702745856583061,0.423996030862732
"cg14384416",1,0.0429374239444562,0.620104782933791,0.319569223694385,0.825890491470051,0.969521639328968,0.533067305222859,0.170255876001725,0.737619908531358,0.664497544124543,0.215575543608419,0.833421472236208,0.424203316304594,0.890168577913429
"cg19089701",0.596301664795085,0.109621985178567,0,0.779111287368055,0.437230062336824,0.269229741136289,0.402854733172133,0.238099461518553,1,0.792084224390132,0,1,0.126962249452631,0
"cg13475104",0.17864579213184,0.38096945954681,0.928928848294587,0.653935312559209,0.970092222466029,0.282886449219622,0.199266545530465,0,0.842637833901756,0.775860269951243,0.304351325390332,0.145707736425735,0,0.603417607396167
"cg13625026",0.767721149105449,0,0.383859600392959,0.65586262860198,0.290532593396954,1,0.518525420499264,0,1,0.439324811612981,0.413942031295837,0.609271266813468,0.992889196116639,0.247019687858648
"cg01377268",0.222804441234116,0.578718208597365,0.499508353691364,0.648057970498993,1,0.320340494391222,0.121771499707159,0.0363434767369238,0.349342172552984,1,0.151182278680302,1,0.380132176384787,0.0653029450696824
"cg24576945",0.540481051808795,0,0.552298922191392,0.788339696235198,0.0455890192752455,0.500299778760263,0.126700188177024,0.67935739959951,1,0.668932462312133,0,0.897401167004334,1,0.352196280388367
"cg26123605",0,0.771367198422705,0,0.202874454994751,0.0882584144834883,0.88414810091707,0.657984153764365,0.926759361460232,0.938068676546801,0.812992358477526,0.357466560255241,0.965811509980258,0.346915458359619,0.132634348650617
"cg20810222",0.819200746858382,0.347909492289911,0.336046328011101,1,0.415202941272386,0.0389478581141123,0,0.460622763971312,0.56647491624719,0.976149420986857,0.0264326658118864,1,0.975882764582673,0.535805193532775
"cg11288260",0.925533780025759,0.664568025712531,0,0.954599392008779,0,0.753951760092953,0,0.0134434974696954,0.271379768893982,0.458333785778924,0.267754989264111,0.964742587849511,0.802574977517183,0.657654835577843
"cg27100227",0.762979625994951,0.799423079754375,0.167271421938646,0.72388678644505,0.18579186061444,1,0.458429770080972,0.79572123150025,0.952778500872298,0.708576613852704,0,1,0.126263722170775,0
"cg03022680",0.0984273879728879,0.619645079535691,0.202022029317371,0.138970914525611,0.0224365043571233,0.611611030509573,1,1,1,0.846121072620502,0,0.89146931735216,0.0925868354518742,0.379808688982427
"cg25207857",0.656316806050753,0.249154272567605,0.11901595775413,1,0.98210989968707,0.17736638018736,0.113039028553128,0.0152319952384566,0.678311898871057,0.899768735861211,0.276013565867398,1,1,0.729115638345787
"cg16604126",1,0.047344001831238,1,0.193728511314385,0.937420149113348,0.640302183715626,0,1,0.906811127240775,0.34844772837857,0.0672723173877454,1,0.638652163440694,0.338588985697681
"cg12875426",1,0.653600913111629,1,0.108127079464321,0.870407667063528,0.330859281585868,0.652979943678242,0.796134605443677,0.325016778447833,0.905668611448293,0.23110685680439,0.611479518045618,0.558287993861213,0
"cg27651090",0.959038348865939,0.0541894610099032,1,0.18365970843523,0.967986596280004,0.327269931606543,0.693530471530898,0,1,0.105797936357577,0.170471563487435,0.754668842839323,0.802170961106658,0.562066929283037
"cg11566152",0.788219490702287,0,0,0.911304396099514,0.816896336359384,0.475942023036266,0.858508106063216,0.207785211800005,0.761624009261979,0.0123391820795279,0.113932883888842,1,0.903411642356858,0.989636975882126
"cg00736299",0,0.537814714372856,0.651396136729184,1,0.774886028960349,0.181288956247544,0.351223311562245,0.0581861985219024,0.587263687307218,1,0.510374106053316,0.655114952682497,0.714531101929085,0.00887879227410379
"cg06814287",0,0.484743058724486,0.500258740153118,0.262360278733689,0.90898182582551,0.864022797851854,0,0.291639105182127,0.71359199788951,0.883962596942305,0,0.305535724531979,0.117644543199904,0
"cg00000321",0.510668085368963,0.168991100413407,0,0.573677553092926,0.342829273839353,0.663241458877725,0.570785415675246,1,0.875587803600177,0.463513269692734,0,0.985097321351217,0.635789785140634,0.0362863760713938
"cg00545229",0.592482702836969,1,0.858308650039651,0,0.924621396452446,0.515063412603819,0.106552708456022,0,0.224901816623666,1,0.207994080325981,0.278119738619826,0,0.618214681052974
"cg18010131",0.493407864642383,0.140370352217093,0.122735749105475,1,0.833042550993879,0.931453054172297,0.359258846817553,0.573599053176915,0.884803329633784,0,0.250495231367268,1,1,0.51042452920568
"cg15864691",0,0.756518770706728,0.41009713902167,0.88833275621238,1,1,0.461004007519492,0.116936040223124,0.30097938316171,0.611323606794554,0.104814961310715,0.811251959654091,1,0.512646125565474
"cg12044828",1,0.578463376951378,0.631473573255816,0.16321994470576,0.114834950990954,0.629656368105911,0.808217407899658,0,0.970131500857622,0.962443413426622,0.656325000736247,0.190699638002868,0.384261903155862,0
"cg16845701",0.0456332368936657,0.11445804343895,0.979679810853968,0.419163299712339,1,0.268085857327248,0.29651310727535,0.504822292951246,0.597021711110733,0.859957061568841,0.112956105075893,0.562634409857068,0.0676030883742083,0.160717655027264
"cg26537209",0,0.684030799987618,0.243722380534099,0.298146356059783,0,0.381388857300315,0.679753760502742,0.476603615315676,1,0.747537826623051,0.233620898868035,0.483811618561708,0,0
"cg07233343",0.280436938591978,0.792347442536254,0.316761230091691,0,0.425283132261359,0.369694351560329,0.734913745779698,0,0.601747131144425,0.940621398503072,0.258102120127046,0,0,0.7582538285234
"cg03666350",1,0.221251771661454,0.499306455146175,0,0.917353114321312,0.79418651344652,0.754274660934818,0.258988972792709,0.376858951673726,0.96461355706201,0.540816505897074,0.111822490811598,0.487241476517396,1
"cg01356872",0.50305685882699,0,0,0,1,1,0.645344637359164,0.108894573363783,0.910126065986596,0.321912716960449,0.587963161537887,0.389647875530856,0.627016443203708,1
"cg02346790",0.67918669213023,0.776067950582085,0.237133127088893,1,0.0944546481882389,0.20467151514755,0.845534252172259,0.941202116238289,1,0.95236137267732,0.00735928213642264,1,0.927713441626365,0.796884623133333
"cg13426642",1,0,0.535561666683016,0.0350843647376615,0.950696688140324,0.768017064626097,0,0.525574761950051,0.436635796191814,0.286416135468218,0.212780872122359,1,0.721572370024161,0.725509564498351
"cg09552652",0.940778212740821,0.329668305948143,0.822780124444719,0.67628070657807,0.751963651758021,0.415578502461605,0.405749649898932,0.276123982245783,1,0.182241355802075,0,0.826935777940731,0.674164921534321,0
"cg01786466",0,0.200707565172185,0.217234478768383,1,0.89252594467858,0.762660109790358,0,0.480421200525373,0.799241110878322,0.0444187876822671,0.267139479988561,0.549452039956982,0,1
"cg01020413",0,1,0.719820180112561,1,0.0915376349083012,1,1,0.0587297190030261,1,1,0.631445186434308,0.472058364430533,0,0
"cg25499537",0.523492358726374,0.327621633470438,0.28935977118686,0.813751733058558,0.772145622310269,0.843904135761716,0,0.339688654214103,1,0.726077069208403,0.265848132826214,0.9555693077982,0.581841218079522,0
"cg25018951",0.757661197329661,0.822305999983839,0.0772137834453329,0.632545257563816,0,0.978518476560095,0,1,0.670687279723832,0.96990032337738,0.41177832475974,0.939446788328001,0.649053278938516,0.150090495719433
"cg17811845",0.517560171539311,0.227888104034706,0.768090618863151,0.730155320458531,0.689680384242854,0.207808333496481,0,0.718181266048515,0.729237027975789,0.612951168514379,0.245336880121444,0.799291387850455,0.367800372116732,0
"cg15894129",0.716417378157365,0.0362994701879966,0.629771440401589,0.683365631595873,0.743143933070484,0.264188588703476,0.284224648650476,0.538287978504777,0.846871094136016,0.315431187797992,0,0.775880118338232,0.508564266469632,0.0215379898281833
"cg17755518",0.977903857407889,0.0465665127745893,0.991214550394135,0.446582616167196,0.941922504956402,0.323921919638705,0.452696506947988,0.00965291296630779,0.96039925157654,0.0495483609808829,0.120412665500755,0.932010883536696,0.276114639728068,0.607516258542684
"cg16301975",1,0.419232265584157,0.185332442540468,0.676041913178089,0.829320209609056,0.447101593860348,0.137071430820465,0.526419095414572,0.704215004765843,0.346028523508048,0,1,0.897020377679075,0.425122750255515
"cg13476901",0.939185076114014,0.659095070814902,0.665844762425623,0,0,0.612267537844898,0.298363367034614,0.179454157768031,1,0.945946837444127,0,0.622202276644662,0,0.247490192925658
"cg03514381",0.511061427586893,0.421929326261488,0.816684918322947,0.723612046021465,0.946246208098295,0.287261843547357,0,0.132412073576023,0.52939483856618,0.697583335173639,0.209026989033553,0.447543613793887,0.983338274451802,0
"cg26923084",0.214879572181096,0.0187065670511567,0.327394690731517,0.897488083044312,0.820170323726468,0.847658127288002,0,0.0618892833740226,0.62314579250462,1,0.173268190061306,0.684389359429614,0.499448567711871,0.18362371386606
"cg01787382",0.233617847410006,0.399393553094208,1,0,1,0.39414925444747,0.836948453010066,0,0.715067839009755,0.606841467123808,0.00557279331214197,0.165581434665159,0,1
"cg27225686",1,0.208737089819959,1,0.173045351801346,0.416911245936165,1,0.26811169368589,0.725114423461175,0.851843617850697,0.623498918549899,0.216089019383092,0.394637553525741,0.0834661579573528,0.617837935558853
"cg03611265",0.165373361945528,0.119623884930722,0,0.874866929744035,0.84469903938693,0,0.732011167667054,0.510907601628101,0.375359821834254,0.159068046951626,0.149494711424477,0.841478410984971,0.288433501449315,1
"cg19244029",1,0.223892115740104,0.198202674320828,0,0.642529618488854,0.330279191221203,0.481535437904783,0.499151583840719,0.75233397055666,0.460294300529812,0.0734072487968068,0.345513784741763,0.911203651029143,1
"cg04284192",0.418538883222554,0.106018956166766,0.136786581699424,0.974237050703897,0.0118573756749168,0.566300621123435,0.586910404645173,1,0.847505378731777,0.602725518375183,0.00858151133727057,0.846614126944627,0.916443066165293,0.0200318231135183
"cg11199751",0.948034230075474,0,1,0.651837824487559,1,0.784590739751427,0,0.20500322128464,1,0.277487737206829,0.178717376123906,0.615588331700652,0.895665954871348,0.0569428084409711
"cg10990993",0.259232708077438,0.563158617024043,0.758279189653096,0.193670799829383,0.76415759882295,0.765601385138748,0.143522753229514,0.272109987664911,0.91793811486931,0.738641917808978,0.213631753854494,0.0622133819070095,0.143288449827289,0
"cg11892240",0.522786657920868,0.0997149443744818,1,0.0528963192300299,0.776353486961613,0.343780953841777,0.327499123180766,0.0848363804294135,1,0.341975070256394,0,0.898580748575157,0,0.49418416559043
"cg26669435",0.797697633557296,0,1,0.449540883090189,0.991758183794206,0.23251153152578,0.309081350588157,0,1,0.110186619364694,0.124432539861368,0.982298224193364,0.994986007612632,0.536600708980059
"cg16895672",0.319909605428942,0.204446585022882,0,1,0.584420410219672,0,0,0.75138619225888,0.46087357927789,0.821879505951316,0.0846690266857146,1,0.809930323426213,0.380611663949449
"cg21398794",0.498539279813715,0.251018253996351,0,0.91840182910556,0,0.555667111064415,1,1,0.966584474913179,0.361278095861801,0,0.909258934540861,0.147613009076607,0.0126400133285123
"cg18002116",0.462901307557669,0,0.136226737190194,0.347937637146332,0.0407984570000119,0.2009224590613,0.665948778581669,0.592549053824802,1,0.825624360088356,0.427906411535908,0.901676707763784,0.593661637233454,0
"cg07451803",0.990400341254657,1,0.776080972743178,0,0.810236532908444,0.185677946606259,0.370959723015305,0.0537455448155114,0.101830977492913,1,0.268336237117797,0.145880181567467,0,0.864681268638997
"cg09169764",0.673815826376154,0.0708264618552181,1,0.255043529698757,0.899016532966946,0,0.288389877639558,0,0.956424336033069,0,0.064324922514775,0.643948427041531,0.427256897718066,0.490084092070965
"cg26654519",0.705877650579003,0,1,0.687478857820992,0.902504947461089,0.432120106396192,0.73918209834994,0.373196462064708,1,0.105197605033558,0.0323131009592283,0.699372025326852,0.931538798140583,0
"cg27285720",0.666822040209366,0.912605243509977,0.941809355291493,0.727608658832932,0,0.77036667977942,0.431165338674163,0.670408031354868,1,0.395267330275614,0.108037054095518,0.48333329137926,0.455254913687284,0.898182580424777
"cg11973479",0.467486384343131,0.434626042868986,0,0.539967921784417,0.0248491928407258,0.476559043408947,0.127598782435144,0.482488608194831,0.505577320461422,0.358501394198595,0.25558122608138,1,0.393337289302483,0
"cg20764575",1,0.465852363974939,0.228687331847985,0.691564210068127,0.735681808126933,0.10267325771108,0.848618240322584,1,0.552419923095779,0.963865711534866,0,0.947569988080642,0.569543946481669,0.459338971965567
"cg01981960",0.468851368648969,0,0.102071153736217,0.789929549852945,0.182731192785192,0.856775859245381,0.119938174818544,0,0.871916904837374,0.140236209432395,0.135755517084113,0.679702688758166,0.911074757701318,0.0833470214223605
"cg16624888",1,0,0.441970773929902,0,0.463211151121503,0.200231073796993,0.163821232495981,0.739769546935941,0.922658531058602,0.272051578577964,0,1,0.577516183295873,0.259603574085076
"cg07616394",0.615406714673142,0.574232417465184,0.220285526102108,1,0.100039740624546,1,0.46884970562887,0.805271544750628,1,0.872118015112894,0.134382980219613,0.647249187123742,0.246354504742528,0.455124758247729
"cg05136737",0.740154313485981,0.0997173582488584,0.695140666651753,0.831732242746829,1,0.69382383386921,0,0.0104926810067413,0.468554646221672,1,0.150713672892405,1,0.83349363911628,0
"cg09063835",0.540195503790185,0.293759458893984,0.858773359101065,0.202817735138206,0.573306360435668,0.679301135715659,0.491520754637486,0.423652930127401,0.906482299975156,0.00922069922420351,0,1,0.791590714496805,0.636058108406397
"cg04898130",1,0.0094800643793897,0.223500741963241,1,0.220807631658379,1,0.126413974102135,0.0826952145730323,0.384868100035249,0.33806448279105,0.338717102311098,0.960945221137457,0.992053351542146,0.00167577526288585
"cg24699087",1,0.216360264189587,0.926879280244386,0.959428526460881,0.851303166957804,0.332174544146845,0,0.90860941754054,1,0.234365273871192,0.107047892698178,0.964638894876699,0.771820826221104,0.176235643157735
"cg11518938",0.35947214729935,0.236841438310135,1,0,0.838166458545225,0.564337183847915,0,0,0.631903015770136,0.0893775156847975,0.099761315361997,1,0.533159735863142,0
"cg13691599",1,0.0521301785271691,1,0.0622313947641419,0.820575663279598,0.322580610235284,0.155774292691333,0.164952971510122,1,0.0442483139230996,0.0108970834595252,1,0.402696528287761,0.488245175252751
"cg14754187",1,0.21293242296218,1,0,0.84272822725948,0.531752549312018,0.824722416958135,0.320960229578595,1,0,0.139393678774384,0.279692483625603,0.34575823654426,0.645247425063686
"cg10477592",0.116749432184021,0.121323488891427,0.582246680613494,0,0.833263278021346,0.77114723648553,0.998993151844155,0.188845034800475,1,0.854353550350517,0,0.731490852625866,0.057136450664991,0.880639054683911
"cg17101450",0.393221218494671,0,0,0.529782769472064,0,0.92545297947646,0.800990744411389,0.463112002627147,0.991231597689549,0.888672210220801,0,0.900525879426478,0.123109391804894,0
"cg20011134",0.0375508746911934,0.730474552387585,1,0,0.718208625010597,0.515950706573437,0.849913578418308,0.449981853143133,0.807736537162749,0.97726647856661,0.214924918748089,0.0768381807654161,0,1
"cg25426208",0.450722855952606,0.100630308481528,0.880097395107888,0.348546971927022,0.684435881447822,0.509459610929522,0.229042865687183,0.127982752565363,0.618834985522911,0.705514353404903,0.110332129716676,0.552369996926207,0.633429078953578,0
"cg19551589",0,1,0,1,0.0647847824870399,0.313734873000792,0,0,0.779133542034219,1,0.0110802856719557,0.705279784582171,0.529179073237164,0
"cg15244786",0,1,0.826088513246704,1,0.697615962649519,1,0.113309713967168,0,0.390200330724846,1,0.738957937956583,0.763137192440894,0.0147297275810028,0.658879983657367
"cg13889415",0.233719467732017,1,0.370136835505862,0.362288439051813,0.683821133227534,0,0,0,0.367229840215801,1,0.260492117724717,0.346772823481377,0.565101379437148,0.103599956031873
"cg09655403",0,0.424428945280714,0,1,1,0.0893487470025029,0.0948408096545425,0.173042606974369,0.396025941482111,0.870320451232082,0,0.604248842667099,0.0768814467250417,0.00778407580589635
"cg11838152",0.838915645015214,0,0,0.542758398565204,0.0471823520414858,0.995626980553045,0,0,0.376195096995989,0.30759064888182,0.440220368936768,0.962345002614042,1,0.182261538256184
"cg14740417",1,0,0.95408434529728,0.249968056164997,0.825468306259219,0.453637948642083,0.171591008669927,0.277257521800755,0.752195924948024,0.374772272148594,0.134062120343382,0.93899743699935,1,0.400492922099473
"cg26393964",0.632690752800921,0.317037357655188,0.838182306564251,0.0184010296067115,0.965021904898278,0.500633717297385,0.755700269166396,0,0.686109753740389,0.82181207594519,0,0.614909962281282,0.428737394787743,0.163758346241374
"cg15684231",0.8014575941424,0.221623204083422,0.923022178544276,0.00778514283091995,0.816154034969653,0.920025329131859,1,0,1,0.0476489858321219,0.0557159416281701,0.204413477008082,0.687965801699024,0
"cg20155035",1,0.0153007342721954,0.0680429485444414,0.769448893307644,0.222164439038656,0,0.72159181195459,0.30401859922346,0.978772536896554,1,0.281611602017433,0.901966923876897,1,0.474752195169963
"cg16532685",0.805195696194705,0,1,0.387755666004887,0.992951676416231,0.371547101521279,0,0,0.84772492432207,0.0736896679535522,0.0623031754731571,0.754604698761483,0.540564762292068,0.997891674555547
"cg27533472",1,0.00533064099672283,1,0.771504400127071,1,0.368078934633799,0.171579570116995,0.135106108416567,1,0.297131380157424,0.174612685348009,0.912638766074767,0.782709217046121,0.417790123134714
"cg17756105",0.862382921683741,0.196314102130943,0.323538576572104,0.861146085034848,0.594527984569414,0.96664140722314,0.251651109550007,0,0.902340155266914,0,0.0198771533490213,1,1,0.832595158485195
"cg27183818",1,0,0.0505170052482277,1,0.572778886171021,1,0.0818777140834682,0.00821583032922301,1,0.0632702432839935,0.501548997986222,0.937898527245684,1,0.970763502518491
"cg00058515",1,0.188940613234636,1,0.0596639534039663,0.647427213423004,0.859993973561354,0.732263018492907,0.722924817137901,1,0,0.159780259726199,0.410572592860403,0.479665242660634,0.461085519410166
"cg02210934",0.591938987302068,0.453225887077461,0.683256613864991,0.671027506237588,0.889766346450946,0.183886980226559,0,0.186717089747586,0.699705128163806,0.862389398109312,0.180519564841296,0.675089594634565,0.72783373538401,0
"cg13643452",1,0.251035456260506,0.589331736436434,0.892080108205676,0.0586208942093696,0.0848548923916913,0.751887055380801,1,1,1,0,0.896206883711644,0.515388540067064,0.506309545559729
"cg02483735",0.526154861374535,0,0.891221937912637,0.503652758160775,0.90178433589639,0.406543784630221,0.40903560811136,0.0364337157143504,1,0.611488039071342,0.404136458305384,0.469619746367647,0.062020452595898,0
"cg07582923",0.632545582051579,0,0.854806761617024,0,0.72920310347372,0.299656898071775,0.183026913074358,0.0572533146882847,1,0.411207138405034,0,0.556308980066749,0.508875814843758,0
"cg20087093",1,0.613192080823516,0.242241888988364,1,0.185205363200778,0.206758444376694,0.450740430570701,0.612354772849288,1,0.769988988981038,0.856147180015507,0.776204438711474,0.00159491368881744,0.0136957148015331
"cg02584377",0.194782997106509,0.92639877292798,0.664052273718161,0,1,0.557962611914618,0.696001355817374,0,0.500501385339507,0.952833822541765,0.378873471798776,0.102452988034475,0,0.854309100691622
"cg06820822",1,0.52657691024499,0.677439054550986,0,0.931441102865033,0.912257611139752,0.298840511770294,0.283031585189675,1,0,0.147936319574998,0.571281398203197,0.767231509074743,0.336586488199008
"cg20321153",0.395721411632446,0.129596664984843,0.195822175539602,0.272033112904237,0.0571171407927396,0.716359771398194,0.974294242539194,0.847032522593518,0.990743287073331,0.725074496053638,0,0.913538022811071,0.144207432103306,0
"cg17024828",0.96048982273227,0.555166329210223,0.35981106910245,1,0.2139062240781,1,0,1,1,0.668641393181767,0.342570035381572,0.979340857678513,1,0
"cg26492368",0.163079063717827,0.572174454754176,0,0.347678441456324,0.291288158242538,0.486123569260989,0.676575976201747,1,0.887676123489914,1,0.227334017903876,0.560964364080604,0,0.176564389494216
